timestamp,open,high,low,close,volume,price_change
2024-09-24 12:40:00,220.37,220.465,220.35,220.445,37439,0.03403367064481946
2024-09-24 12:35:00,220.39,220.39,220.22,220.33,59075,-0.027224465719848382
2024-09-24 12:30:00,220.3,220.39,220.202,220.39,29434,0.04085338175214479
2024-09-24 12:25:00,220.415,220.415,220.24,220.285,19811,-0.058979652020051024
2024-09-24 12:20:00,220.64,220.65,220.34,220.4563,25241,-0.08325779550398275
2024-09-24 12:15:00,220.44,220.65,220.31,220.64,43083,0.09072763563781013
2024-09-24 12:10:00,220.37,220.5,220.3629,220.5,31466,0.0589916957843606
2024-09-24 12:05:00,220.31,220.4499,220.29,220.29,28592,-0.009078117198497677
2024-09-24 12:00:00,220.39,220.45,220.2486,220.335,10220,-0.02495576024319543
2024-09-24 11:55:00,220.65,220.65,220.33,220.33,25651,-0.14502605937003998
2024-09-24 11:50:00,220.23,220.695,220.21,220.65,13199,0.19070971257322614
2024-09-24 11:45:00,220.335,220.45,220.21,220.265,15628,-0.03176980506956298
2024-09-24 11:40:00,220.34,220.3999,220.165,220.3999,12477,0.027185259144957317
2024-09-24 11:35:00,220.75,220.765,220.38,220.38,28860,-0.16761041902604962
2024-09-24 11:30:00,220.82,220.99,220.7001,220.75,43657,-0.03170002717144877
2024-09-24 11:25:00,220.915,220.915,220.74,220.78,18006,-0.061109476495480576
2024-09-24 11:20:00,221.01,221.13,220.89,220.96,17907,-0.02262341070539023
2024-09-24 11:15:00,221.0,221.07,220.86,221.07,16773,0.03167420814479329
2024-09-24 11:10:00,220.65,221.19,220.65,220.9139,18902,0.11960117833673542
2024-09-24 11:05:00,220.675,221.02,220.589,220.65,23500,-0.011328877308261327
2024-09-24 11:00:00,220.8725,220.91,220.63,220.675,19597,-0.08941810320433323
2024-09-24 10:55:00,220.98,221.095,220.9201,220.925,46565,-0.024889130238020817
2024-09-24 10:50:00,220.3444,220.9599,220.29,220.9599,48784,0.27933544033794244
2024-09-24 10:45:00,220.535,220.65,220.211,220.35,36070,-0.08388691137461278
2024-09-24 10:40:00,220.0,220.58,219.98,220.545,52271,0.24772727272726705
2024-09-24 10:35:00,219.625,219.98,219.59,219.98,18644,0.16163915765508927
2024-09-24 10:30:00,219.74,220.07,219.59,219.59,40471,-0.06826249203604517
2024-09-24 10:25:00,219.4007,219.685,219.31,219.685,38709,0.1295802611386389
2024-09-24 10:20:00,219.62,219.72,219.25,219.38,21913,-0.10927966487569853
